StreetName,FullAddress,Post_Code,County,Lat,Long,Nbrhd_Comm
Vizcaya,2144 Vizcaya Cir,95008.0,Santa Clara,37.27382671,-121.9354873,
Thornton,1081 Thornton Way,95128.0,Santa Clara,37.30662248,-121.939394,
Westmoreland,2144 Westmoreland Ct,95124.0,Santa Clara,37.28229233,-121.9218479,
Zanker,2144 Zanker Rd,95131.0,Santa Clara,37.38085276,-121.91562,
Bertram,21440 Bertram Rd,95120.0,Santa Clara,37.17718141,-121.8196953,
Bertram,21441 Bertram Rd,95120.0,Santa Clara,37.17763942,-121.8200246,
Almaden,21445 Almaden Rd,95120.0,Santa Clara,37.17870074,-121.8209223,
Amberwood,2145 Amberwood Ln,95132.0,Santa Clara,37.41138437,-121.8787122,
Amstel,2145 Amstel Ct,95116.0,Santa Clara,37.36080562,-121.8507877,
Capitol Park,2145 Capitol Park Ct,95132.0,Santa Clara,37.40579226,-121.8842572,
Cedarwood,2145 Cedarwood Ln,95125.0,Santa Clara,37.28357638,-121.9116093,
Trevino,1081 Trevino Ter,95120.0,Santa Clara,37.21932587,-121.8634292,
Charger,2145 Charger Dr,95131.0,Santa Clara,37.38354199,-121.8683119,
Commodore,2145 Commodore Dr,95133.0,Santa Clara,37.37944012,-121.8613048,
Hamilton,2145 E Hamilton Ave,95125.0,Santa Clara,37.29521988,-121.9302492,
Ebbesen,2145 Ebbesen Ave,95124.0,Santa Clara,37.25495183,-121.9363322,
Emory,2145 Emory St,95128.0,Santa Clara,37.32946672,-121.9384327,
Evelyn,2145 Evelyn Ave,95122.0,Santa Clara,37.33695708,-121.8278837,
Flintmore,2145 Flintmore Ct,95148.0,Santa Clara,37.3447828,-121.7946062,
Foxworthy,2145 Foxworthy Ave,95124.0,Santa Clara,37.2674475,-121.9359222,
Interbay,2145 Interbay Dr,95122.0,Santa Clara,37.33048367,-121.8236993,
Lacsa,2145 Lacsa Ct,95116.0,Santa Clara,37.36121806,-121.8510888,
Vine,1081 Vine St,95110.0,Santa Clara,37.31708216,-121.8827031,
Lincoln,2145 Lincoln Ave,95125.0,Santa Clara,37.29181539,-121.8892904,
Los Gatos-Almaden,2145 Los Gatos-Almaden Rd,95124.0,Santa Clara,37.24362363,-121.9363349,
Maykirk,2145 Maykirk Rd,95124.0,Santa Clara,37.28407823,-121.9152066,
McKee,2145 McKee Rd,95133.0,Santa Clara,37.36433823,-121.8547245,
Mendota,2145 Mendota Way,95122.0,Santa Clara,37.3311875,-121.8233192,
Morrill,2145 Morrill Ave,95132.0,Santa Clara,37.41339837,-121.8756122,
Mt Pleasant,2145 Mt Pleasant Rd,95148.0,Santa Clara,37.34695226,-121.7883734,
Muirwood,2145 Muirwood Ct,95132.0,Santa Clara,37.40965387,-121.8841324,
Westwood,1081 Westwood Dr,95125.0,Santa Clara,37.30454745,-121.9128641,
Newton,2145 Newton Ave,95122.0,Santa Clara,37.34259318,-121.8333498,
Old Piedmont,2145 Old Piedmont Rd,95132.0,Santa Clara,37.42010571,-121.8567306,
Provanmill,2145 Provanmill Way,95121.0,Santa Clara,37.30536407,-121.7973451,
Ramish,2145 Ramish Dr,95131.0,Santa Clara,37.3874967,-121.8706115,
Randolph,2145 Randolph Dr Unit 1,95128.0,Santa Clara,37.31171542,-121.9301345,
Randolph,2145 Randolph Dr Unit 2,95128.0,Santa Clara,37.31174344,-121.9302078,
Randolph,2145 Randolph Dr Unit 3,95128.0,Santa Clara,37.31171598,-121.9302073,
Randolph,2145 Randolph Dr Unit 4,95128.0,Santa Clara,37.31171556,-121.9302417,
Randolph,2145 Randolph Dr Unit 5,95128.0,Santa Clara,37.31174302,-121.9302422,
Weyburn,1081 Weyburn Ln,95129.0,Santa Clara,37.30673729,-122.0298002,
Rio Barranca,2145 Rio Barranca Ct,95116.0,Santa Clara,37.36170014,-121.8516517,
Rio Guacimal,2145 Rio Guacimal Ct,95116.0,Santa Clara,37.36042674,-121.8503721,
Ruby,2145 Ruby Ave,95148.0,Santa Clara,37.34583482,-121.7905795,
Santoro,2145 Santoro Ln,95124.0,Santa Clara,37.25118484,-121.9363178,
Scott,2145 Scott St,95128.0,Santa Clara,37.32006242,-121.9303642,
Scott,2145 Scott St 1,95128.0,Santa Clara,37.32009471,-121.9303632,
Scott,2145 Scott St 2,95128.0,Santa Clara,37.32009429,-121.9303976,
Scott,2145 Scott St 3,95128.0,Santa Clara,37.32006725,-121.9303627,
Scott,2145 Scott St 4,95128.0,Santa Clara,37.32006683,-121.9303971,
Silver Vale,2145 Silver Vale Ct,95138.0,Santa Clara,37.28059422,-121.768284,
Palm Valley,100 Palm Valley Blvd Unit 2030,95123.0,Santa Clara,37.24090894,-121.8043798,
White Peach,1081 White Peach Way,95133.0,Santa Clara,37.38139012,-121.8636046,
Sonador,2145 Sonador Cmns,95128.0,Santa Clara,37.30132251,-121.9300017,
Sunny Vista,2145 Sunny Vista Dr,95128.0,Santa Clara,37.33662211,-121.9401158,
Sunstruck,2145 Sunstruck Ct,95125.0,Santa Clara,37.29616885,-121.8691088,
Terrena Valley,2145 Terrena Valley Dr,95121.0,Santa Clara,37.29988868,-121.7906153,
The Alameda,2145 The Alameda,95126.0,Santa Clara,37.34347554,-121.9299953,
Trimble,2145 Trimble Ct,95132.0,Santa Clara,37.41024603,-121.8811315,
Tully,2145 Tully Rd,95122.0,Santa Clara,37.32695374,-121.8203586,
Westmoreland,2145 Westmoreland Ct,95124.0,Santa Clara,37.28178693,-121.9218924,
Wilmington,1081 Wilmington Ave,95129.0,Santa Clara,37.30743146,-121.9928151,
Willester,2145 Willester Ave,95124.0,Santa Clara,37.26659434,-121.9357991,
Chona,21450 Chona Ct,95120.0,Santa Clara,37.20124975,-121.808366,
Alameda,2146 Alameda Ct,95126.0,Santa Clara,37.3446581,-121.9298748,
Amstel,2146 Amstel Ct,95116.0,Santa Clara,37.36059813,-121.850456,
Ardis,2146 Ardis Dr,95125.0,Santa Clara,37.29440679,-121.8818893,
Barrett,2146 Barrett Ave,95124.0,Santa Clara,37.25524849,-121.9361529,
Bering,2146 Bering Dr,95131.0,Santa Clara,37.37874359,-121.9183023,
Canoas Garden,2146 Canoas Garden Ave,95125.0,Santa Clara,37.29619257,-121.8773982,
Cerro Kamuk,2146 Cerro Kamuk Ct,95116.0,Santa Clara,37.36244493,-121.8522276,
Cerro Terbi,2146 Cerro Terbi Ct,95116.0,Santa Clara,37.36187453,-121.8516777,
Windsor,1081 Windsor St,95129.0,Santa Clara,37.30708523,-122.0278981,
Charger,2146 Charger Dr,95131.0,Santa Clara,37.38361004,-121.8675506,
San Antonio,2146 E San Antonio St 2,95116.0,Santa Clara,37.35383322,-121.8415544,
San Antonio,2146 E San Antonio St 1,95116.0,Santa Clara,37.35385596,-121.8414337,
San Antonio,2146 E San Antonio St A,95116.0,Santa Clara,37.35383401,-121.8414856,
San Antonio,2146 E San Antonio St B,95116.0,Santa Clara,37.35383362,-121.84152,
Galveston,2146 Galveston Ave A,95122.0,Santa Clara,37.31416979,-121.845488,
Galveston,2146 Galveston Ave B,95122.0,Santa Clara,37.31421528,-121.8454259,
Galveston,2146 Galveston Ave C,95122.0,Santa Clara,37.31425871,-121.8453605,
Galveston,2146 Galveston Ave D,95122.0,Santa Clara,37.31430554,-121.8453035,
Zucchini,1081 Zucchini Ter,95133.0,Santa Clara,37.37966355,-121.8658216,
Harmil,2146 Harmil Way,95125.0,Santa Clara,37.29335859,-121.8850849,
Hikido,2146 Hikido Dr,95131.0,Santa Clara,37.38389461,-121.868435,
Lacsa,2146 Lacsa Ct,95116.0,Santa Clara,37.36097775,-121.8508285,
Lincoln,2146 Lincoln Ave,95125.0,Santa Clara,37.29202021,-121.8886758,
Luz,2146 Luz Ave,95116.0,Santa Clara,37.35858247,-121.8471358,
Mangin,2146 Mangin Way,95148.0,Santa Clara,37.348481,-121.7865286,
Marques,2146 Marques Ave,95125.0,Santa Clara,37.28642267,-121.9030546,
Nimrick,2146 Nimrick Ln,95124.0,Santa Clara,37.23651125,-121.9364087,
Nottoway,2146 Nottoway Ave,95116.0,Santa Clara,37.3452962,-121.835661,
Old Piedmont,2146 Old Piedmont Rd,95132.0,Santa Clara,37.42052577,-121.8563607,
Crothers,10810 Crothers Rd,95127.0,Santa Clara,37.38563888,-121.7935435,
Pacina,2146 Pacina Dr,95116.0,Santa Clara,37.34738507,-121.8376752,
Del Oro,2146 Paseo Del Oro,95124.0,Santa Clara,37.26444445,-121.9357141,
Provanmill,2146 Provanmill Way,95121.0,Santa Clara,37.30495962,-121.7970613,
Randolph,2146 Randolph Dr Unit 1,95128.0,Santa Clara,37.31122275,-121.9302051,
Randolph,2146 Randolph Dr Unit 2,95128.0,Santa Clara,37.31119487,-121.9302389,
Randolph,2146 Randolph Dr Unit 3,95128.0,Santa Clara,37.31124979,-121.93024,
Randolph,2146 Randolph Dr Unit 4,95128.0,Santa Clara,37.31119571,-121.9301702,
Randolph,2146 Randolph Dr Unit 5,95128.0,Santa Clara,37.31119529,-121.9302046,
Ridgeview,10810 Ridgeview Ave,95127.0,Santa Clara,37.3804671,-121.8127063,
Randolph,2146 Randolph Dr Unit 6,95128.0,Santa Clara,37.31122317,-121.9301707,
Randolph,2146 Randolph Dr Unit 7,95128.0,Santa Clara,37.31122233,-121.9302395,
Ringwood,2146 Ringwood Ave,95131.0,Santa Clara,37.39784966,-121.8973325,
Rio Guacimal,2146 Rio Guacimal Ct,95116.0,Santa Clara,37.36024692,-121.850094,
King,2146 S King Rd,95122.0,Santa Clara,37.326605,-121.8296472,
Stonewood,2146 Stonewood Ln,95132.0,Santa Clara,37.41789811,-121.8620781,
Stratton,2146 Stratton Pl,95131.0,Santa Clara,37.38835839,-121.8718584,
Vizcaya,2146 Vizcaya Cir,95008.0,Santa Clara,37.27390151,-121.9355722,
Warmwood,2146 Warmwood Ln,95132.0,Santa Clara,37.41617057,-121.8717389,
Hedding,2146 W Hedding St,95128.0,Santa Clara,37.32980561,-121.9384136,
Willester,2146 Willester Ave,95124.0,Santa Clara,37.26620208,-121.9359866,
Bertram,21463 Bertram Rd,95120.0,Santa Clara,37.1772148,-121.82055,
Amstel,2147 Amstel Ct,95116.0,Santa Clara,37.36084464,-121.8507263,
Ardis,2147 Ardis Dr,95125.0,Santa Clara,37.29471676,-121.8822011,
Blossom Valley,2147 Blossom Valley Dr,95124.0,Santa Clara,37.23935105,-121.9361052,
Casa Mia,2147 Casa Mia Dr,95124.0,Santa Clara,37.26582587,-121.9359942,
Cherry,2147 Cherry Ave,95125.0,Santa Clara,37.28748713,-121.8991696,
Cinderella,2147 Cinderella Ln,95116.0,Santa Clara,37.34717568,-121.8374591,
Coastland,2147 Coastland Ave,95125.0,Santa Clara,37.29438926,-121.88276,
Ridgeview,10811 Ridgeview Ave,95127.0,Santa Clara,37.37857196,-121.8138494,
San Antonio,2147 E San Antonio St Unit 1/2,95116.0,Santa Clara,37.35490566,-121.842544,
San Antonio,2147 E San Antonio St,95116.0,Santa Clara,37.35487276,-121.8425511,
San Antonio,2147 E San Antonio St Unit B,95116.0,Santa Clara,37.3548943,-121.8425025,
Harmil,2147 Harmil Way,95125.0,Santa Clara,37.29312721,-121.8856646,
La Miel,2147 La Miel Way,95008.0,Santa Clara,37.28239816,-121.9755041,
Lacsa,2147 Lacsa Ct,95116.0,Santa Clara,37.36126252,-121.8510234,
Lakewood,2147 Lakewood Dr,95132.0,Santa Clara,37.41022358,-121.883037,
Lincoln,2147 Lincoln Ave,95125.0,Santa Clara,37.29182519,-121.8893213,
Mardel,2147 Mardel Ln,95128.0,Santa Clara,37.30723338,-121.9304165,
Minto,2147 Minto Dr,95132.0,Santa Clara,37.41804564,-121.8617912,
Crothers,10812 Crothers Rd,95127.0,Santa Clara,37.38568692,-121.7956386,
Morrill,2147 Morrill Ave,95132.0,Santa Clara,37.41359862,-121.8761033,
Nottoway,2147 Nottoway Ave,95116.0,Santa Clara,37.34569115,-121.836023,
Orestes,2147 Orestes Way,95008.0,Santa Clara,37.28276782,-121.9739908,
Orlando,2147 Orlando Dr,95122.0,Santa Clara,37.32687776,-121.8294621,
Pacina,2147 Pacina Dr,95116.0,Santa Clara,37.34775439,-121.8380083,
Del Oro,2147 Paseo Del Oro,95124.0,Santa Clara,37.26409781,-121.9357047,
Peachtree,2147 Peachtree Ln,95128.0,Santa Clara,37.33481872,-121.9391439,
Pomme,2147 Pomme Ct,95125.0,Santa Clara,37.29599078,-121.8695938,
Port,2147 Port Way,95133.0,Santa Clara,37.38066425,-121.8626376,
Hubbard,10812 Hubbard Way,95127.0,Santa Clara,37.37757408,-121.8135251,
Redbush,2147 Redbush Ter,95128.0,Santa Clara,37.33634722,-121.9398291,
Rio Barranca,2147 Rio Barranca Ct,95116.0,Santa Clara,37.36174443,-121.8516024,
Rio Guacimal,2147 Rio Guacimal Ct,95116.0,Santa Clara,37.36046932,-121.8503191,
Scott,2147 Scott St,95128.0,Santa Clara,37.31998263,-121.9297945,
10th,2147 S 10th St,95112.0,Santa Clara,37.30917719,-121.8573418,
King,2147 S King Rd,95122.0,Santa Clara,37.3262939,-121.8301699,
Terilyn,2147 Terilyn Ave,95122.0,Santa Clara,37.32432319,-121.8350434,
Toryglen,2147 Toryglen Way,95121.0,Santa Clara,37.30639483,-121.7988503,
Hedding,2147 W Hedding St,95128.0,Santa Clara,37.33055435,-121.938275,
Almaden,21471 Almaden Rd,95120.0,Santa Clara,37.17829681,-121.821447,
Palm Valley,100 Palm Valley Blvd Unit 3018,95123.0,Santa Clara,37.24081815,-121.80486,
Porter,10812 Porter Ln,95127.0,Santa Clara,37.37670258,-121.8142833,
Almaden,21472 Almaden Rd,95120.0,Santa Clara,37.17801769,-121.820505,
Almaden,21474 Almaden Rd,95120.0,Santa Clara,37.17782865,-121.8208242,
Alameda,2148 Alameda Ct,95126.0,Santa Clara,37.34466533,-121.9299589,
Amstel,2148 Amstel Ct,95116.0,Santa Clara,37.36063417,-121.8503961,
Bering,2148 Bering Dr,95131.0,Santa Clara,37.37882007,-121.9182201,
Carobwood,2148 Carobwood Ln,95132.0,Santa Clara,37.41758021,-121.8649344,
Casa Mia,2148 Casa Mia Dr,95124.0,Santa Clara,37.26542934,-121.9361664,
Cerro Kamuk,2148 Cerro Kamuk Ct,95116.0,Santa Clara,37.36248295,-121.8521672,
Cerro Terbi,2148 Cerro Terbi Ct,95116.0,Santa Clara,37.36191175,-121.8516278,
Chisin,2148 Chisin St,95121.0,Santa Clara,37.29671396,-121.7904618,
Ridgeview,10812 Ridgeview Ave,95127.0,Santa Clara,37.37914711,-121.8134244,
Coastland,2148 Coastland Ave,95125.0,Santa Clara,37.29460396,-121.8823539,
Commodore,2148 Commodore Dr,95133.0,Santa Clara,37.3792536,-121.8608823,
San Antonio,2148 E San Antonio St,95116.0,Santa Clara,37.35459593,-121.8421222,
Flintmore,2148 Flintmore Ct,95148.0,Santa Clara,37.3450753,-121.7941061,
Lacsa,2148 Lacsa Ct,95116.0,Santa Clara,37.3610047,-121.850759,
Leon,2148 Leon Dr,95128.0,Santa Clara,37.30600069,-121.9303323,
Limewood,2148 Limewood Dr,95132.0,Santa Clara,37.41722577,-121.8702127,
Lincoln,2148 Lincoln Ave,95125.0,Santa Clara,37.29183465,-121.8886928,
Luz,2148 Luz Ave,95116.0,Santa Clara,37.35853556,-121.8471139,
Manassas,2148 Manassas Ct,95116.0,Santa Clara,37.34591938,-121.8362468,
Morrill,2148 Morrill Ave,95132.0,Santa Clara,37.41533441,-121.8744749,
Muirwood,2148 Muirwood Ct,95132.0,Santa Clara,37.40992116,-121.8836224,
Newhall,2148 Newhall St,95128.0,Santa Clara,37.33758032,-121.9401518,
Orestes,2148 Orestes Way,95008.0,Santa Clara,37.2828075,-121.9734505,
Orlando,2148 Orlando Dr,95122.0,Santa Clara,37.3271414,-121.8290233,
Port,2148 Port Way,95133.0,Santa Clara,37.38032471,-121.8622768,
Quito,2148 Quito Rd,95130.0,Santa Clara,37.28240975,-121.9940279,
Redbush,2148 Redbush Ter,95128.0,Santa Clara,37.3359992,-121.940086,
Rio Guacimal,2148 Rio Guacimal Ct,95116.0,Santa Clara,37.3602852,-121.8500478,
Sheffield,2148 Sheffield Dr,95131.0,Santa Clara,37.39452237,-121.9027596,
Herchell,10813 Herchell Dr,95127.0,Santa Clara,37.37486986,-121.8161556,
Shiangzone,2148 Shiangzone Ct,95121.0,Santa Clara,37.30225215,-121.7981238,
Sierra Wood,2148 Sierra Wood Dr,95132.0,Santa Clara,37.41117324,-121.8803834,
Silver Vale,2148 Silver Vale Ct,95138.0,Santa Clara,37.28042381,-121.7678452,
Story,2148 Story Rd,95122.0,Santa Clara,37.34472842,-121.8353013,
Story,2148 Story Rd Ste 1,95122.0,Santa Clara,37.34473162,-121.8354327,
Story,2148 Story Rd Ste 2,95122.0,Santa Clara,37.34477853,-121.8353663,
Story,2148 Story Rd Ste 3,95122.0,Santa Clara,37.3448425,-121.8352872,
Terilyn,2148 Terilyn Ave,95122.0,Santa Clara,37.32457674,-121.83462,
The Alameda,2148 The Alameda Unit 3,95126.0,Santa Clara,37.34418433,-121.9297493,
Hubbard,10813 Hubbard Way,95127.0,Santa Clara,37.37692605,-121.8140639,
The Alameda,2148 The Alameda Unit 1,95126.0,Santa Clara,37.34420965,-121.9296924,
The Alameda,2148 The Alameda Unit 2,95126.0,Santa Clara,37.34420923,-121.9297268,
The Alameda,2148 The Alameda Unit 4,95126.0,Santa Clara,37.34423669,-121.9297273,
D'Este,2148 Via D'Este,95008.0,Santa Clara,37.28262248,-121.9676427,
Vizcaya,2148 Vizcaya Cir,95008.0,Santa Clara,37.27408918,-121.9355712,
Walnut Grove,2148 Walnut Grove Ave,95128.0,Santa Clara,37.33346409,-121.9386174,
Weston,2148 Weston Dr,95130.0,Santa Clara,37.28274071,-121.9793219,
Zanker,2148 Zanker Rd,95131.0,Santa Clara,37.38092828,-121.9157214,
Schillingsburg,21481 Schillingsburg Ave,95120.0,Santa Clara,37.19301489,-121.8015069,
Crothers,10814 Crothers Rd,95127.0,Santa Clara,37.38566219,-121.7941464,
Alum Rock,2149 Alum Rock Ave,95116.0,Santa Clara,37.35712648,-121.8472766,
Amstel,2149 Amstel Ct,95116.0,Santa Clara,37.36088818,-121.8506502,
Ashwood,2149 Ashwood Ln,95132.0,Santa Clara,37.41586098,-121.8688134,
Bel Air,2149 Bel Air Ave,95128.0,Santa Clara,37.33142329,-121.9387014,
Bristolwood,2149 Bristolwood Ln,95132.0,Santa Clara,37.41639142,-121.8681503,
Carobwood,2149 Carobwood Ln,95132.0,Santa Clara,37.41734241,-121.8654808,
Commodore,2149 Commodore Dr,95133.0,Santa Clara,37.37958936,-121.8611742,
Corktree,2149 Corktree Ln,95132.0,Santa Clara,37.41732269,-121.8666534,
San Antonio,2149 E San Antonio St,95116.0,Santa Clara,37.3550374,-121.8424593,
Flintmore,2149 Flintmore Ct,95148.0,Santa Clara,37.34468414,-121.794429,
Ridgeview,10815 Ridgeview Ct,95127.0,Santa Clara,37.37970777,-121.8133457,
Glenkirk,2149 Glenkirk Dr,95124.0,Santa Clara,37.28414841,-121.9160811,
Inman,2149 Inman Way,95122.0,Santa Clara,37.32825571,-121.8273699,
Jonesport,2149 Jonesport Ave,95131.0,Santa Clara,37.38207846,-121.867335,
Klassen,2140 Klassen Way,95131.0,Santa Clara,37.39325977,-121.9034542,
Mabel,2149 Mabel Ave,95122.0,Santa Clara,37.34443707,-121.8350367,
Muirwood,2149 Muirwood Ct,95132.0,Santa Clara,37.40982312,-121.8841163,
Oakland,2149 Oakland Rd,95131.0,Santa Clara,37.3963933,-121.9027616,
O'Toole,2149 O'Toole Ave,95131.0,Santa Clara,37.39388244,-121.9092497,
O'Toole,2149 O'Toole Ave 10,95131.0,Santa Clara,37.39406786,-121.9090019,
O'Toole,2149 O'Toole Ave 20,95131.0,Santa Clara,37.3940289,-121.909116,
Hubbard,10816 Hubbard Way,95127.0,Santa Clara,37.37738986,-121.8138019,
O'Toole,2149 O'Toole Ave 30,95131.0,Santa Clara,37.39394264,-121.9092971,
O'Toole,2149 O'Toole Ave 40,95131.0,Santa Clara,37.39382539,-121.9094765,
O'Toole,2149 O'Toole Ave 50,95131.0,Santa Clara,37.39375371,-121.9095494,
O'Toole,2149 O'Toole Ave 60,95131.0,Santa Clara,37.39366116,-121.909441,
Paragon,2149 Paragon Dr,95131.0,Santa Clara,37.38698745,-121.9090516,
Rio Barranca,2149 Rio Barranca Ct,95116.0,Santa Clara,37.36179259,-121.8515189,
Rio Guacimal,2149 Rio Guacimal Ct,95116.0,Santa Clara,37.36049809,-121.8502489,
Rosswood,2149 Rosswood Dr,95124.0,Santa Clara,37.24439076,-121.9366303,
Samaritan,2149 Samaritan Dr,95124.0,Santa Clara,37.25082086,-121.9363835,
Sarasota,2149 Sarasota Way,95122.0,Santa Clara,37.32477159,-121.8343358,
Ridgeview,10816 Ridgeview Ct,95127.0,Santa Clara,37.3790077,-121.8129716,
Sonador,2149 Sonador Cmns,95128.0,Santa Clara,37.30123646,-121.9300777,
Stone,2149 Stone Ave 1,95125.0,Santa Clara,37.29938434,-121.8706188,
Stone,2149 Stone Ave 2,95125.0,Santa Clara,37.29938434,-121.8706188,
Vizcaya,2149 Vizcaya Cir,95008.0,Santa Clara,37.27367933,-121.9359338,
Walnut Grove,2149 Walnut Grove Ave,95128.0,Santa Clara,37.33403327,-121.939028,
Winepol,2149 Winepol Loop,95125.0,Santa Clara,37.29680805,-121.8697075,
Almaden,21490 Almaden Rd,95120.0,Santa Clara,37.1776208,-121.8208203,
Hubbard,10817 Hubbard Way,95127.0,Santa Clara,37.37706276,-121.8141811,
Almaden,21498 Almaden Rd,95120.0,Santa Clara,37.177533,-121.8210158,
Buena Monte,21499 Buena Monte Dr,95120.0,Santa Clara,37.21761808,-121.8264164,
Blossom Hill,165 Blossom Hill Rd Spc 215,95123.0,Santa Clara,37.25328244,-121.8105113,
Alexander,215 Alexander Ave Unit 1,95116.0,Santa Clara,37.36572636,-121.8427237,
Alexander,215 Alexander Ave Unit 2,95116.0,Santa Clara,37.36571473,-121.8427407,
Alexander,215 Alexander Ave Unit 3,95116.0,Santa Clara,37.36573094,-121.8427555,
Alexander,215 Alexander Ave Unit 4,95116.0,Santa Clara,37.36574127,-121.8427383,
Arbor Valley,215 Arbor Valley Ct,95119.0,Santa Clara,37.22845668,-121.7824708,
Palm Valley,100 Palm Valley Blvd Unit 3019,95123.0,Santa Clara,37.24091509,-121.8048259,
Ridgeview,10817 Ridgeview Way,95127.0,Santa Clara,37.38012788,-121.8134295,
Arequipa,215 Arequipa Ct,95119.0,Santa Clara,37.23207568,-121.7872441,
Arroyo,215 Arroyo Dr,95131.0,Santa Clara,37.39782379,-121.9063186,
Auburn,215 Auburn Way Unit 1,95129.0,Santa Clara,37.32112823,-121.9823613,
Auburn,215 Auburn Way Unit 2,95129.0,Santa Clara,37.3211278,-121.9823956,
Auburn,215 Auburn Way Unit 3,95129.0,Santa Clara,37.32112736,-121.98243,
Auburn,215 Auburn Way Unit 4,95129.0,Santa Clara,37.32112693,-121.9824644,
Espana,215 Avenida Espana,95139.0,Santa Clara,37.22118866,-121.769062,
Banana Grove,215 Banana Grove Ln,95123.0,Santa Clara,37.25821751,-121.8275173,
Beegum,215 Beegum Way,95123.0,Santa Clara,37.25007378,-121.8138154,
Ridgeview,10818 Ridgeview Ct,95127.0,Santa Clara,37.37937446,-121.8128962,
Belden,215 Belden Dr,95123.0,Santa Clara,37.24931531,-121.8139924,
Benbow,215 Benbow Ave,95123.0,Santa Clara,37.24624679,-121.8112089,
Birch Ridge,215 Birch Ridge Cir,95123.0,Santa Clara,37.24991612,-121.8548825,
Brooklyn,215 Brooklyn Ave,95128.0,Santa Clara,37.32755741,-121.9282177,
Burning Tree,215 Burning Tree Dr,95119.0,Santa Clara,37.22741276,-121.7810514,
Canmore,215 Canmore Ct,95136.0,Santa Clara,37.25994904,-121.8272663,
Cannikin,215 Cannikin Ct,95116.0,Santa Clara,37.35378075,-121.8433793,
Castillon,215 Castillon Way,95119.0,Santa Clara,37.23564214,-121.7922457,
Challenger,215 Challenger Ave,95127.0,Santa Clara,37.37175614,-121.8354934,
Chantilley,215 Chantilley Ln,95139.0,Santa Clara,37.22304383,-121.7745058,
Almaden Village,1082 Almaden Village Ln,95120.0,Santa Clara,37.20304136,-121.8390657,
Chateau La Salle,215 Chateau La Salle Dr,95111.0,Santa Clara,37.29368378,-121.8565564,
Checkers,215 Checkers Dr,95116.0,Santa Clara,37.35813828,-121.8543911,
Cheryl Beck,215 Cheryl Beck Ct,95119.0,Santa Clara,37.23928817,-121.797793,
Clareview,215 Clareview St,95127.0,Santa Clara,37.37193653,-121.8176359,
Cleaves,215 Cleaves Ave,95126.0,Santa Clara,37.3256559,-121.9075007,
Colibri,215 Colibri Ct,95119.0,Santa Clara,37.23123528,-121.7858358,
Arbol,1082 Arbol Way,95126.0,Santa Clara,37.34669261,-121.9286954,
Monterey,6130 Monterey Rd Spc 215,95138.0,Santa Clara,37.23987243,-121.7693013,
Dana,215 Dana Ave,95126.0,Santa Clara,37.32544238,-121.9203826,
Alma,215 E Alma Ave,95112.0,Santa Clara,37.31917462,-121.8720181,
St James,215 E St James St,95112.0,Santa Clara,37.34133775,-121.8883064,
Taylor,215 E Taylor St,95112.0,Santa Clara,37.35141501,-121.8956632,
Eastside,215 Eastside Dr,95127.0,Santa Clara,37.37317905,-121.8333788,
El Bosque,215 El Bosque Dr,95134.0,Santa Clara,37.41448246,-121.9423433,
El Rancho Verde,215 El Rancho Verde Dr,95116.0,Santa Clara,37.35920522,-121.8496123,
Ellmar Oaks,215 Ellmar Oaks Ct,95136.0,Santa Clara,37.27379065,-121.8456352,
Avondale,1082 Avondale St,95129.0,Santa Clara,37.30692734,-122.0282982,
Ellyridge,215 Ellyridge Ct,95123.0,Santa Clara,37.2568101,-121.8262851,
Fairway Glen,215 Fairway Glen Ln,95139.0,Santa Clara,37.22398553,-121.7766466,
Ford,215 Ford Rd,95138.0,Santa Clara,37.25416011,-121.7968546,
Ford,215 Ford Rd Unit 102,95138.0,Santa Clara,37.25403531,-121.7970283,
Ford,215 Ford Rd Unit 108,95138.0,Santa Clara,37.25394353,-121.7971138,
Ford,215 Ford Rd Unit 124,95138.0,Santa Clara,37.25350269,-121.7966431,
Ford,215 Ford Rd Unit 130,95138.0,Santa Clara,37.25363801,-121.7965184,
Ford,215 Ford Rd Unit 132,95138.0,Santa Clara,37.25370771,-121.7964532,
Ford,215 Ford Rd Unit 136,95138.0,Santa Clara,37.25384303,-121.7963285,
Ford,215 Ford Rd Unit 138,95138.0,Santa Clara,37.25385921,-121.7964025,
Bentoak,1082 Bentoak Ln,95129.0,Santa Clara,37.30708263,-121.9971615,
Ford,215 Ford Rd Unit 140,95138.0,Santa Clara,37.2539427,-121.7965455,
Ford,215 Ford Rd Unit 144,95138.0,Santa Clara,37.25402618,-121.7966885,
Ford,215 Ford Rd Unit 202,95138.0,Santa Clara,37.25401458,-121.7969919,
Ford,215 Ford Rd Unit 204,95138.0,Santa Clara,37.2539752,-121.7970284,
Ford,215 Ford Rd Unit 206,95138.0,Santa Clara,37.25393582,-121.7970649,
Ford,215 Ford Rd Unit 208,95138.0,Santa Clara,37.25389644,-121.7971014,
Ford,215 Ford Rd Unit 210,95138.0,Santa Clara,37.25385706,-121.797138,
Ford,215 Ford Rd Unit 212,95138.0,Santa Clara,37.25375196,-121.7969922,
Ford,215 Ford Rd Unit 214,95138.0,Santa Clara,37.25372181,-121.7969413,
Ford,215 Ford Rd Unit 216,95138.0,Santa Clara,37.25369167,-121.7968903,
Big Sur,1082 Big Sur Dr,95120.0,Santa Clara,37.19737414,-121.8307016,
